nm0000059	Laurence Olivier	1907	1989	actor,producer,director	tt0040416,tt0054331,tt0032976,tt0069281
nm0000060	Gregory Peck	1916	2003	actor,producer,soundtrack	tt0056592,tt0046250,tt0039416,tt0054953
nm0000061	Tyrone Power	1914	1958	actor,soundtrack,producer	tt0043959,tt0038873,tt0051201,tt0032762
nm0000062	Elvis Presley	1935	1977	soundtrack,actor,music_department	tt0056023,tt0056585,tt0054692,tt0053848
nm0000063	Anthony Quinn	1915	2001	actor,producer,soundtrack	tt0074896,tt0049456,tt0056172,tt0057831
nm0000064	Edward G. Robinson	1893	1973	actor,soundtrack,writer	tt0040506,tt0070723,tt0021079,tt0036775
nm0000068	Randolph Scott	1898	1987	actor,producer,soundtrack	tt0056412,tt0049743,tt0026942,tt0051047
nm0000069	Frank Sinatra	1915	1998	soundtrack,actor,producer	tt0045793,tt0052218,tt0056218,tt0050815
nm0000071	James Stewart	1908	1997	actor,soundtrack,director	tt0031679,tt0052561,tt0052357,tt0032904
nm0000075	Spencer Tracy	1900	1967	actor,soundtrack	tt0061735,tt0053946,tt0055031,tt0057193
nm0000076	François Truffaut	1932	1984	writer,director,producer	tt0055032,tt0070460,tt0075860,tt0053198
nm0000078	John Wayne	1907	1979	actor,producer,soundtrack	tt0056217,tt0057298,tt0065126,tt0053580
nm0000080	Orson Welles	1915	1985	actor,director,writer	tt0057427,tt0052311,tt0033467,tt0059012
nm0000090	Armin Mueller-Stahl	1930	\N	actor,director,writer	tt0117631,tt0139809,tt0765443,tt0963178
nm0000092	John Cleese	1939	\N	actor,writer,producer	tt0063929,tt0071853,tt0095159,tt0085959
nm0000093	Brad Pitt	1963	\N	actor,producer,soundtrack	tt1210166,tt0816711,tt0356910,tt0114746
nm0000095	Woody Allen	1935	\N	writer,director,actor	tt0075686,tt0079522,tt0097123,tt0091167
nm0000100	Rowan Atkinson	1955	\N	actor,writer,producer	tt0110357,tt0109831,tt0274166,tt0118689
nm0000101	Dan Aykroyd	1952	\N	writer,actor,producer	tt0080455,tt0087332,tt0097428,tt0118747
nm0000102	Kevin Bacon	1958	\N	actor,producer,soundtrack	tt0361127,tt0087277,tt0327056,tt0164052
nm0000104	Antonio Banderas	1960	\N	actor,soundtrack,producer	tt0120746,tt0112851,tt1189073,tt0120657
nm0000110	Kenneth Branagh	1960	\N	actor,producer,director	tt0107616,tt0097499,tt3402236,tt0116477
nm0000111	Matthew Broderick	1962	\N	actor,soundtrack,director	tt0086567,tt0395251,tt0115798,tt0091042
nm0000112	Pierce Brosnan	1953	\N	actor,producer,soundtrack	tt0113189,tt0143145,tt0795421,tt0120347
nm0000114	Steve Buscemi	1957	\N	actor,director,producer	tt0105236,tt0162346,tt0116282,tt4686844
nm0000115	Nicolas Cage	1964	\N	actor,producer,soundtrack	tt0113627,tt0117500,tt0119094,tt0435705
nm0000120	Jim Carrey	1962	\N	actor,writer,producer	tt0109040,tt0120382,tt0338013,tt0315327
nm0000122	Charles Chaplin	1889	1977	writer,soundtrack,actor	tt0027977,tt0044837,tt0039631,tt0032553
nm0000123	George Clooney	1961	\N	actor,producer,director	tt2177771,tt0465538,tt1124035,tt1193138
nm0000125	Sean Connery	1930	\N	actor,producer,soundtrack	tt0117500,tt0058150,tt0059800,tt0094226
nm0000126	Kevin Costner	1955	\N	actor,producer,soundtrack	tt0099348,tt0102798,tt0103855,tt0119925
nm0000128	Russell Crowe	1964	\N	actor,soundtrack,producer	tt1707386,tt0268978,tt0119488,tt0172495
nm0000129	Tom Cruise	1962	\N	actor,producer,soundtrack	tt0092099,tt0325710,tt0116695,tt0120755
nm0000131	John Cusack	1966	\N	actor,producer,writer	tt0146882,tt0098258,tt0450385,tt0119229
nm0000134	Robert De Niro	1943	\N	actor,producer,soundtrack	tt0081398,tt0075314,tt0070379,tt0101540
nm0000135	John Denver	1943	1997	soundtrack,music_department,actor	tt0120591,tt3967856,tt0076489,tt4649466
nm0000136	Johnny Depp	1963	\N	actor,producer,soundtrack	tt0408236,tt0325980,tt0383574,tt0449088
nm0000138	Leonardo DiCaprio	1974	\N	actor,producer,writer	tt0407887,tt0120338,tt1375666,tt0993846
nm0000140	Michael Douglas	1944	\N	actor,producer,soundtrack	tt1291580,tt0478970,tt0103772,tt0094291
nm0000141	David Duchovny	1960	\N	actor,producer,director	tt0904208,tt0106179,tt0120902,tt0443701
nm0000142	Clint Eastwood	1930	\N	actor,producer,director	tt0105695,tt1205489,tt0405159,tt0112579
nm0000144	Cary Elwes	1962	\N	actor,producer,director	tt0387564,tt0093779,tt0119468,tt0107977
nm0000146	Ralph Fiennes	1962	\N	actor,director,soundtrack	tt1201607,tt0387131,tt0108052,tt2278388
nm0000147	Colin Firth	1960	\N	actor,producer,soundtrack	tt0243155,tt0795421,tt1315981,tt1504320
nm0000148	Harrison Ford	1942	\N	actor,writer,producer	tt0090329,tt0118571,tt0106977,tt0082971
nm0000150	Michael J. Fox	1961	\N	actor,producer,miscellaneous	tt0099088,tt0116365,tt0096874,tt0088763
nm0000151	Morgan Freeman	1937	\N	actor,producer,soundtrack	tt0114369,tt1057500,tt0405159,tt0097239
nm0000152	Richard Gere	1949	\N	actor,soundtrack,producer	tt0358135,tt0100405,tt0119395,tt0299658
nm0000154	Mel Gibson	1956	\N	actor,producer,director	tt0117438,tt0112573,tt0104714,tt0286106
nm0000156	Jeff Goldblum	1952	\N	actor,soundtrack,producer	tt0091064,tt0107290,tt0116629,tt2278388
nm0000158	Tom Hanks	1956	\N	producer,actor,soundtrack	tt0120815,tt0162222,tt0109830,tt0094737
nm0000160	Ethan Hawke	1970	\N	actor,writer,director	tt0139654,tt0381681,tt2209418,tt0112471
nm0000163	Dustin Hoffman	1937	\N	actor,producer,soundtrack	tt0061722,tt0095953,tt0084805,tt0064665
nm0000164	Anthony Hopkins	1937	\N	actor,soundtrack,composer	tt0102926,tt0412080,tt0975645,tt0212985
nm0000165	Ron Howard	1954	\N	actor,producer,director	tt0367279,tt0870111,tt0112384,tt0268978
nm0000168	Samuel L. Jackson	1948	\N	actor,producer,soundtrack	tt0417148,tt0119396,tt0110912,tt3460252
nm0000169	Tommy Lee Jones	1946	\N	actor,director,soundtrack	tt0443272,tt0106977,tt0477348,tt2398231
nm0000172	Harvey Keitel	1939	\N	actor,producer,soundtrack	tt0105236,tt0110912,tt0103759,tt2278388
nm0000174	Val Kilmer	1959	\N	actor,soundtrack,producer	tt0235737,tt0373469,tt0120053,tt0101761
nm0000177	Kevin Kline	1947	\N	actor,soundtrack,director	tt0113117,tt0095159,tt0119360,tt0120891
nm0000179	Jude Law	1972	\N	actor,producer,soundtrack	tt0346156,tt0376541,tt0134119,tt2278388
nm0000185	Dolph Lundgren	1957	\N	actor,producer,director	tt0089927,tt0105698,tt0113481,tt1764651
nm0000188	Steve Martin	1945	\N	writer,actor,soundtrack	tt0102250,tt0079367,tt0093886,tt0131325
nm0000190	Matthew McConaughey	1969	\N	actor,producer,soundtrack	tt1935179,tt1915581,tt1726669,tt0790636
nm0000191	Ewan McGregor	1971	\N	actor,writer,soundtrack	tt1322269,tt0203009,tt0117951,tt0120915
nm0000195	Bill Murray	1950	\N	actor,soundtrack,writer	tt1748122,tt0362270,tt0128445,tt0335266
nm0000196	Mike Myers	1963	\N	actor,writer,soundtrack	tt0145660,tt0118655,tt0811138,tt0295178
nm0000197	Jack Nicholson	1937	\N	actor,soundtrack,producer	tt0071315,tt0073486,tt0119822,tt0407887
nm0000198	Gary Oldman	1958	\N	actor,soundtrack,producer	tt1340800,tt4555426,tt0468569,tt0103874
nm0000199	Al Pacino	1940	\N	actor,soundtrack,director	tt0070666,tt0068646,tt0099422,tt0072890
nm0000200	Bill Paxton	1955	2017	actor,producer,writer	tt0112384,tt0117998,tt0264616,tt0090605
nm0000202	Ryan Phillippe	1974	\N	actor,producer,director	tt0202677,tt0139134,tt0375679,tt0280707
nm0000203	River Phoenix	1970	1993	actor,soundtrack	tt0092005,tt0096018,tt0091557,tt0102494
nm0000206	Keanu Reeves	1964	\N	actor,producer,soundtrack	tt0133093,tt0234215,tt0102685,tt0111257
nm0000209	Tim Robbins	1958	\N	actor,producer,director	tt0094812,tt0105151,tt0327056,tt0111161
nm0000216	Arnold Schwarzenegger	1947	\N	actor,producer,director	tt0103064,tt0111503,tt0093773,tt0216216
nm0000219	Steven Seagal	1952	\N	producer,actor,writer	tt0242445,tt0110725,tt0105690,tt0094602
nm0000221	Charlie Sheen	1965	\N	actor,producer,soundtrack	tt0094291,tt0108333,tt0369179,tt0107144
nm0000225	Christian Slater	1969	\N	actor,producer,soundtrack	tt4158110,tt0102798,tt0108399,tt0124198
nm0000226	Will Smith	1968	\N	music_department,actor,producer	tt0120891,tt0480249,tt0098800,tt0119654
nm0000228	Kevin Spacey	1959	\N	actor,producer,soundtrack	tt0114369,tt0114814,tt0119488,tt0169547
nm0000230	Sylvester Stallone	1946	\N	actor,writer,producer	tt0075148,tt0089927,tt3076658,tt0084602
nm0000233	Quentin Tarantino	1963	\N	writer,actor,producer	tt0105236,tt3460252,tt0116367,tt0110912
nm0000237	John Travolta	1954	\N	actor,soundtrack,producer	tt0427327,tt0185183,tt0119094,tt0110912
nm0000240	Skeet Ulrich	1970	\N	actor,director,producer	tt0409572,tt0913354,tt0117571,tt0115963
nm0000241	Jean-Claude Van Damme	1960	\N	actor,producer,writer	tt0119013,tt0107076,tt0101764,tt0092675
nm0000242	Mark Wahlberg	1971	\N	producer,actor,soundtrack	tt0407887,tt0964517,tt0118749,tt1637725
nm0000243	Denzel Washington	1954	\N	actor,producer,soundtrack	tt0139654,tt1037705,tt2671706,tt0168786
nm0000245	Robin Williams	1951	2014	actor,soundtrack,writer	tt0119217,tt0107614,tt0093105,tt0265459
nm0000246	Bruce Willis	1955	\N	actor,soundtrack,producer	tt0095016,tt0088571,tt0167404,tt0110912
nm0000249	James Woods	1947	\N	actor,producer,soundtrack	tt0119282,tt0159097,tt0120877,tt0086541
nm0000252	Robert Ellis	1892	1974	actor,director,writer	tt0028651,tt0006213,tt0030778,tt0034241
nm0000255	Ben Affleck	1972	\N	producer,actor,writer	tt0840361,tt0119217,tt2267998,tt1024648
nm0000257	Alan Alda	1936	\N	actor,miscellaneous,soundtrack	tt0097123,tt0116242,tt0082405,tt0068098
nm0000273	Alan Arkin	1934	\N	actor,soundtrack,director	tt1024648,tt0449059,tt0099487,tt0104348
nm0000274	David Arquette	1971	\N	producer,actor,director	tt0271367,tt0120082,tt0151738,tt0134084
nm0000276	Sean Astin	1971	\N	actor,producer,director	tt0120737,tt0089218,tt0167260,tt0167261
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0083987,tt0110527,tt0107290,tt0057115
nm0000279	Hank Azaria	1964	\N	actor,soundtrack,producer	tt0118617,tt1839481,tt0115685,tt0096697
nm0000281	Scott Baio	1960	\N	actor,director,producer	tt0367279,tt0270846,tt0070992,tt0281680
nm0000282	Scott Bairstow	1970	\N	actor	tt0119925,tt0283084,tt0182587,tt0120512
nm0000284	Adam Baldwin	1962	\N	actor,soundtrack	tt0093058,tt0379786,tt0116629,tt0187393
nm0000285	Alec Baldwin	1958	\N	actor,producer,soundtrack	tt1230414,tt0104348,tt0318374,tt0407887
nm0000286	Stephen Baldwin	1966	\N	actor,producer,director	tt0114814,tt0115683,tt0158622,tt0486583
nm0000287	William Baldwin	1963	\N	actor,producer,stunts	tt0101393,tt0367089,tt0113010,tt0108162
nm0000288	Christian Bale	1974	\N	actor,editorial_department,producer	tt1800241,tt0964517,tt0468569,tt0372784
nm0000293	Sean Bean	1959	\N	actor,producer,animation_department	tt0120737,tt1181791,tt1617661,tt0944947
nm0000296	Robert Beltran	1953	\N	actor,soundtrack	tt0112178,tt0087799,tt0085862,tt0113987
nm0000297	Tom Berenger	1949	\N	actor,producer,writer	tt0097815,tt1375666,tt0091763,tt1433108
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt1077258,tt0090605,tt0108358,tt0088247
nm0000305	Mel Blanc	1908	1989	actor,soundtrack,music_department	tt0077278,tt0096438,tt0038576,tt0094939
nm0000306	Brian Blessed	1936	\N	actor,soundtrack,director	tt0120915,tt0080745,tt0346491,tt0097499
nm0000308	Ernest Borgnine	1917	2012	actor,soundtrack,producer	tt0048356,tt0065214,tt0082340,tt0069113
nm0000309	David Bowie	1947	2016	soundtrack,actor,composer	tt0196229,tt0074851,tt0091369,tt0482571
nm0000310	Bruce Boxleitner	1950	\N	actor,producer	tt1104001,tt0871427,tt0105946,tt0084827
nm0000313	Jeff Bridges	1949	\N	actor,soundtrack,producer	tt2582782,tt1403865,tt1263670,tt0118715
nm0000314	Charles Bronson	1921	2003	actor	tt0054047,tt0064116,tt0071402,tt0057115
nm0000316	Mel Brooks	1926	\N	actor,writer,soundtrack	tt0094012,tt0395251,tt0082517,tt0071230
nm0000317	Clancy Brown	1959	\N	actor,soundtrack,producer	tt0120201,tt0803096,tt3501632,tt0111161
nm0000320	Luis Buñuel	1900	1983	writer,director,actor	tt0056732,tt0068361,tt0061395,tt0042804
nm0000321	Gabriel Byrne	1950	\N	actor,producer,writer	tt0145531,tt0146675,tt0114814,tt0100150
nm0000323	Michael Caine	1933	\N	actor,producer,soundtrack	tt0258068,tt0124315,tt0482571,tt0468569
nm0000325	David Caruso	1956	\N	actor,producer	tt0228750,tt0261983,tt0083944,tt0113552
nm0000328	Richard Chamberlain	1934	\N	actor,soundtrack,producer	tt0080274,tt0085101,tt0072308,tt0076299
nm0000329	Jackie Chan	1954	\N	actor,stunts,producer	tt0120812,tt0184894,tt0127357,tt0266915
nm0000331	Chevy Chase	1943	\N	actor,writer,soundtrack	tt0085995,tt0080487,tt0089155,tt0097958
nm0000332	Don Cheadle	1964	\N	actor,producer,soundtrack	tt1540133,tt0375679,tt0181865,tt0395169
nm0000334	Yun-Fat Chow	1955	\N	actor,writer,soundtrack	tt0104684,tt0473444,tt0190332,tt0120008
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0118564,tt0057115,tt0054047,tt0067140
nm0000342	James Cromwell	1940	\N	actor,producer,soundtrack	tt0120689,tt0119488,tt2245084,tt0112431
nm0000343	David Cronenberg	1943	\N	director,actor,writer	tt0115964,tt0094964,tt0091064,tt0120907
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0113097,tt0098635,tt0101587,tt0122933
nm0000346	Macaulay Culkin	1980	\N	actor,producer,director	tt0102492,tt0104431,tt0099785,tt0107034
nm0000347	Tim Curry	1946	\N	actor,soundtrack,producer	tt0073629,tt0112715,tt0099810,tt0088930
nm0000348	Tony Curtis	1925	2010	actor,soundtrack,producer	tt0051525,tt0053291,tt0054331,tt0051036
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,soundtrack	tt0093058,tt0119654,tt0209958,tt0109707
nm0000353	Willem Dafoe	1955	\N	actor,soundtrack,producer	tt0145487,tt2278388,tt0870984,tt0189998
nm0000354	Matt Damon	1970	\N	producer,actor,soundtrack	tt3659388,tt0119217,tt0407887,tt0134119
nm0000358	Daniel Day-Lewis	1957	\N	actor,music_department,soundtrack	tt0104691,tt0443272,tt0469494,tt0217505
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0098621,tt0103776,tt0117008,tt0094142
nm0000363	Loren Dean	1969	\N	actor,soundtrack	tt0186566,tt0120660,tt0119177,tt0098258
nm0000367	Gérard Depardieu	1948	\N	actor,producer,soundtrack	tt0083789,tt0099334,tt0103594,tt0120744
nm0000369	Matt Dillon	1964	\N	actor,art_department,director	tt0120890,tt0097240,tt0375679,tt0129387
nm0000370	Walt Disney	1901	1966	producer,actor,miscellaneous	tt0029583,tt0048280,tt0058331,tt0034492
nm0000373	Michael Dorn	1952	\N	actor,director,writer	tt0253754,tt0120844,tt0117731,tt0092455
nm0000374	Brad Dourif	1950	\N	actor	tt0387575,tt0073486,tt0094862,tt0167261
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,soundtrack	tt0848228,tt0371746,tt0988045,tt1300854
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,soundtrack	tt0113862,tt0076095,tt0075860,tt0073195
nm0000380	Robert Duvall	1931	\N	actor,producer,soundtrack	tt0078788,tt0068646,tt0316356,tt0118632
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0108757,tt0092099,tt0817177,tt0088000
nm0000385	Sam Elliott	1944	\N	actor,producer,writer	tt1517451,tt0118715,tt0098206,tt5655222
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,director	tt0095742,tt0093629,tt0087800,tt0329101
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0324216,tt0114369,tt0093058,tt0095647
nm0000389	Emilio Estevez	1962	\N	actor,director,writer	tt1441912,tt0088847,tt0308055,tt3294746
nm0000391	Rupert Everett	1959	\N	actor,soundtrack,producer	tt0119738,tt0122541,tt0109592,tt2404639
nm0000393	Peter Falk	1927	2011	actor,producer,soundtrack	tt0093779,tt0074937,tt1466074,tt0093191
nm0000394	Chris Farley	1964	1997	actor,soundtrack,stunts	tt0106598,tt0114694,tt0115697,tt0118708
nm0000397	Corey Feldman	1971	\N	actor,producer,soundtrack	tt0089218,tt0087363,tt0093437,tt0092005
nm0000401	Laurence Fishburne	1961	\N	actor,producer,director	tt0101507,tt0133093,tt0234215,tt0327056
nm0000408	Jonathan Frakes	1952	\N	actor,director,producer	tt0117731,tt0253754,tt0120844,tt0111280
nm0000409	Brendan Fraser	1968	\N	actor,producer,soundtrack	tt0859163,tt0120616,tt0209163,tt0375679
nm0000410	Stephen Fry	1957	\N	actor,writer,producer	tt0434409,tt0280707,tt0371724,tt0120514
nm0000411	Edward Furlong	1977	\N	actor,producer,soundtrack	tt0103064,tt0107130,tt0120586,tt0165710
nm0000412	Andy Garcia	1956	\N	actor,producer,soundtrack	tt0099674,tt1981128,tt0240772,tt0349903
nm0000416	Terry Gilliam	1940	\N	writer,actor,animation_department	tt1054606,tt0071853,tt0081633,tt0088846
nm0000417	Crispin Glover	1964	\N	actor,soundtrack,producer	tt0088763,tt0310357,tt1729632,tt0091860
nm0000418	Danny Glover	1946	\N	actor,producer,director	tt0104714,tt1190080,tt0122151,tt0093409
nm0000421	Cuba Gooding Jr.	1968	\N	actor,soundtrack,producer	tt0203019,tt0101507,tt0116695,tt0316465
nm0000422	John Goodman	1952	\N	actor,soundtrack,producer	tt1907668,tt0101410,tt1024648,tt1179933
nm0000424	Hugh Grant	1960	\N	actor,soundtrack	tt0276751,tt0314331,tt0125439,tt0109831
nm0000430	Steve Guttenberg	1958	\N	actor,producer,soundtrack	tt0091949,tt0094137,tt0088933,tt0087928
nm0000432	Gene Hackman	1930	\N	actor,soundtrack,producer	tt0265666,tt0105695,tt0069113,tt0067116
nm0000433	Corey Haim	1971	2010	actor,producer,soundtrack	tt0091445,tt1121931,tt0095519,tt0093437
nm0000434	Mark Hamill	1951	\N	actor,producer,soundtrack	tt0080684,tt0086190,tt2527336,tt0076759
nm0000437	Woody Harrelson	1961	\N	actor,producer,soundtrack	tt1156398,tt0110632,tt2356777,tt0117318
nm0000438	Ed Harris	1950	\N	actor,producer,director	tt0112384,tt0274558,tt0800308,tt0120382
nm0000439	Neil Patrick Harris	1973	\N	actor,soundtrack,producer	tt0460649,tt0120201,tt4834206,tt2267998
nm0000441	Noah Hathaway	1971	\N	actor,miscellaneous	tt0076984,tt0092115,tt0077215,tt0088323
nm0000442	Rutger Hauer	1944	\N	actor,producer,director	tt0401792,tt0372784,tt0083658,tt1640459
nm0000445	Dan Hedaya	1940	\N	actor,soundtrack	tt0114814,tt0112697,tt0086979,tt0166924
nm0000448	Lance Henriksen	1940	\N	actor,miscellaneous	tt0090605,tt0088247,tt0093605,tt0107076
nm0000450	Philip Seymour Hoffman	1967	2014	actor,producer,soundtrack	tt0379725,tt1560747,tt0472062,tt0181875
nm0000453	Ian Holm	1931	\N	actor,soundtrack,animation_department	tt0120737,tt0167260,tt0382932,tt0120255
nm0000454	Dennis Hopper	1936	2010	actor,director,writer	tt0111257,tt0090756,tt0064276,tt0114898
nm0000457	John Hurt	1940	2017	actor,soundtrack	tt0080678,tt0078748,tt0087803,tt0167190
nm0000458	William Hurt	1950	\N	actor,producer	tt0118929,tt0080360,tt0399146,tt0120738
nm0000459	Timothy Hutton	1960	\N	actor,producer,director	tt0081283,tt0343737,tt1103987,tt0115639
nm0000460	Jeremy Irons	1948	\N	actor,soundtrack,producer	tt2094766,tt0094964,tt0110357,tt2975590
nm0000461	Michael Ironside	1950	\N	actor,producer,writer	tt0100802,tt0120201,tt0081455,tt0092099
nm0000465	Ron Jeremy	1953	\N	actor,director,writer	tt0184858,tt0165710,tt0124819,tt0144117
nm0000467	Don Johnson	1949	\N	actor,producer,soundtrack	tt0086759,tt0985694,tt1853728,tt0072730
nm0000469	James Earl Jones	1931	\N	actor,soundtrack	tt0094898,tt0086190,tt0099810,tt3748528
nm0000470	Jeffrey Jones	1946	\N	actor	tt0086879,tt0091225,tt0109707,tt0091042
nm0000471	Raul Julia	1940	1994	actor,soundtrack	tt0101272,tt0106220,tt0089424,tt0111301
nm0000472	Boris Karloff	1887	1969	actor,soundtrack	tt0026138,tt0060345,tt0023245,tt0024894
nm0000474	Michael Keaton	1951	\N	actor,producer,soundtrack	tt4276820,tt0094721,tt2562232,tt1895587
nm0000479	Walter Koenig	1936	\N	actor,writer,producer	tt0102975,tt0060028,tt0092007,tt0084726
nm0000480	Elias Koteas	1961	\N	actor,producer	tt0119177,tt0822854,tt0114194,tt0120863
nm0000483	Christopher Lambert	1957	\N	actor,producer,writer	tt0113855,tt0120604,tt0090095,tt0091203
nm0000488	Brandon Lee	1965	1993	actor,miscellaneous	tt0109506,tt0105219,tt0102915,tt0091428
nm0000489	Christopher Lee	1922	2015	actor,soundtrack,producer	tt0070917,tt0120737,tt0121765,tt0167261
nm0000490	Spike Lee	1957	\N	director,producer,writer	tt0104797,tt0097216,tt7349662,tt0091939
nm0000491	John Leguizamo	1964	\N	actor,writer,producer	tt0120177,tt0117509,tt0203009,tt0119887
nm0000493	Jack Lemmon	1925	2001	actor,soundtrack,producer	tt0107050,tt0104348,tt0053604,tt0053291
nm0000494	Robert Sean Leonard	1969	\N	actor,soundtrack	tt0106226,tt0412142,tt0108265,tt0097165
nm0000498	Matthew Lillard	1970	\N	actor,producer,soundtrack	tt0133189,tt1033575,tt0331632,tt0267913
nm0000501	Ray Liotta	1954	\N	actor,producer,soundtrack	tt0272207,tt0099685,tt0091983,tt0314123
nm0000502	Christopher Lloyd	1938	\N	actor,soundtrack	tt0088763,tt0096874,tt0106220,tt0096438
nm0000507	Rob Lowe	1964	\N	actor,producer,soundtrack	tt0086066,tt0105793,tt1058017,tt0090060
nm0000509	Bela Lugosi	1882	1956	actor,costume_department,soundtrack	tt0024894,tt0021814,tt0024188,tt0045826
nm0000513	William H. Macy	1950	\N	actor,writer,soundtrack	tt1586680,tt0118749,tt0116282,tt0175880
nm0000514	Michael Madsen	1957	\N	actor,producer,writer	tt0105236,tt0266697,tt3460252,tt0114508
nm0000516	Lee Majors	1939	\N	actor,music_department,producer	tt0071054,tt0096061,tt0081859,tt0058791
nm0000518	John Malkovich	1953	\N	actor,producer,director	tt0120601,tt0120744,tt0094947,tt0107206
nm0000527	Walter Matthau	1920	2000	actor,soundtrack,director	tt0107050,tt0060424,tt0063374,tt0069865
nm0000530	Andrew McCarthy	1962	\N	actor,director,producer	tt2741602,tt0098627,tt2372162,tt0091790
nm0000532	Malcolm McDowell	1943	\N	actor,producer,soundtrack	tt0111280,tt0080025,tt0066921,tt0373883
nm0000537	Steve McQueen	1930	1980	actor,producer,soundtrack	tt0057115,tt0070511,tt0062765,tt0072308
nm0000538	Colm Meaney	1953	\N	actor,producer,soundtrack	tt0106145,tt0105690,tt0375912,tt0118880
nm0000543	Sal Mineo	1939	1976	actor,soundtrack,music_department	tt0048545,tt0049261,tt0053804,tt0067065
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt1345836,tt0093058,tt2932536,tt0108122
nm0000547	Alfred Molina	1953	\N	actor,producer,soundtrack	tt0118749,tt0120679,tt0316654,tt0241303
nm0000549	Roger Moore	1927	2017	actor,miscellaneous,producer	tt0079574,tt0086034,tt0070328,tt0076752
nm0000551	Dermot Mulroney	1963	\N	actor,soundtrack,music_department	tt1322269,tt0096487,tt0372532,tt0119738
nm0000552	Eddie Murphy	1961	\N	actor,writer,producer	tt0117218,tt0126029,tt0094898,tt0443489
nm0000553	Liam Neeson	1952	\N	actor,producer,soundtrack	tt0108052,tt1601913,tt0429493,tt0362269
nm0000554	Sam Neill	1947	\N	actor,director,writer	tt4698684,tt0107822,tt0107290,tt0163025
nm0000555	Judd Nelson	1959	\N	actor,writer,producer	tt0090060,tt0102526,tt0092106,tt0088847
